ᆜ	j ɯ	jㅡ
지리학자	t͡ɕ i ɾ i ɦ a̠ k̚ t͡ɕ͈ a̠	지리학짜
지명하다	t͡ɕ i m j ʌ̹ ŋ ɦ a̠ d a̠	지명하다
지문	t͡ɕ i m u n	지문
지방자치	t͡ɕ i b a̠ ŋ d͡ʑ a̠ t͡ɕʰ i	지방자치
지방족	t͡ɕ i b a̠ ŋ d͡ʑ o̞ k̚	지방족
지부티	t͡ɕ i b u tʰ i	지부티
지불하다	t͡ɕ i b u ɾ ɦ a̠ d a̠	지불하다
지빠귀	t͡ɕ i p͈ a̠ ɡ ɥ i	지빠귀
지아비	t͡ɕ i a̠ b i	지아비
지옥철	t͡ɕ i o̞ k̚ t͡ɕʰ ʌ̹ ɭ	지옥철
지완	t͡ɕ i w a̠ n	지완
지완하다	t͡ɕ i w a̠ n ɦ a̠ d a̠	지완하다
지원하다	t͡ɕ i w ʌ̹ n ɦ a̠ d a̠	지원하다
지읒	t͡ɕ i ɯ t̚	지읃
지의류	t͡ɕ i ɰ i ɾ j u	지의류
지장	t͡ɕ i d͡ʑ a̠ ŋ	지장
지저귀다	t͡ɕ i d͡ʑ ʌ̹ ɡ ɥ i d a̠	지저귀다
지적	t͡ɕ i d͡ʑ ʌ̹ k̚	지적
지적되다	t͡ɕ i d͡ʑ ʌ̹ k̚ t͈ w e̞ d a̠	지적뙤다
지지부진	t͡ɕ i d͡ʑ i b u d͡ʑ i n	지지부진
지지하다	t͡ɕ i d͡ʑ i ɦ a̠ d a̠	지지하다
지진학	t͡ɕ i d͡ʑ i n ɦ a̠ k̚	지진학
지질학자	t͡ɕ i d͡ʑ i ɾ ɦ a̠ k̚ t͡ɕ͈ a̠	지질학짜
지척	t͡ɕ i t͡ɕʰ ʌ̹ k̚	지척
지침	t͡ɕ i t͡ɕʰ i m	지침
지피다	t͡ɕ i pʰ i d a̠	지피다
지하누비	t͡ɕ i ɦ a̠ n u b i	지하누비
지형	t͡ɕ i ʝ ʌ̹ ŋ	지헝
지형학	t͡ɕ i ʝ ʌ̹ ŋ ɦ a̠ k̚	지헝학
지혜롭다	t͡ɕ i ʝ e̞ ɾ o̞ p̚ t͈ a̠	지헤롭따
지혜서	t͡ɕ i ʝ e̞ sʰ ʌ̹	지헤서
지휘	t͡ɕ i ɦ ɥ i	지휘
직	t͡ɕ i k̚	직
직경	t͡ɕ i k̚ k͈ j ʌ̹ ŋ	직꼉
직구	t͡ɕ i k̚ k͈ u	직꾸
직무	t͡ɕ i ŋ m u	징무
직발	t͡ɕ i k̚ p͈ a̠ ɭ	직빨
직분	t͡ɕ i k̚ p͈ u n	직뿐
직선	t͡ɕ i k s͈ ʌ̹ n	직썬
직설법	t͡ɕ iː k s͈ ʌ̹ ɭ p͈ ʌ̹ p̚	직썰뻡
직승기	t͡ɕ i k s͈ ɯ ŋ ɡ i	직씅기
직업여성	t͡ɕ i ɡ ʌ̹ m ɲ ʌ̹ sʰ ʌ̹ ŋ	지검너성
직접화법	t͡ɕ i k̚ t͡ɕ͈ ʌ̹ pʰ w a̠ b ʌ̹ p̚	직쩌퐈법
진공관	t͡ɕ i n ɡ o̞ ŋ ɡ w a̠ n	진공관
진급	t͡ɕ iː n ɡ ɯ p̚	진급
진뗑이	t͡ɕ i n t͈ e̞ ŋ i	진뗑이
진랍	t͡ɕ i ɭ ɭ a̠ p̚	질랍
진상	t͡ɕ i n sʰ a̠ ŋ	진상
진실게임	t͡ɕ i n ɕʰ i ɭ k͈ e̞ i m	진실께임
진압하다	t͡ɕ i n a̠ pʰ a̠ d a̠	지나파다
진언	t͡ɕ i n ʌ̹ n	지넌
진여	t͡ɕ i ɲ ʌ̹	지너
진열	t͡ɕ iː ɲ ʌ̹ ɭ	지널
진입	t͡ɕ i n i p̚	지닙
진정하다	t͡ɕ i ɲ d͡ʑ ʌ̹ ŋ ɦ a̠ d a̠	진정하다
진주층	t͡ɕ i ɲ d͡ʑ u t͡ɕʰ ɯ ŋ	진주층
진찰	t͡ɕ iː ɲ t͡ɕʰ a̠ ɭ	진찰
진찰하다	t͡ɕ iː ɲ t͡ɕʰ a̠ ɾ ɦ a̠ d a̠	진찰하다
질	t͡ɕ i ɭ	질
질식	t͡ɕ i ɭ ɕʰ i k̚	질식
질식하다	t͡ɕ i ɭ ɕʰ i kʰ a̠ d a̠	질시카다
질주	t͡ɕ i ʎ t͡ɕ͈ u	질쭈
질주하다	t͡ɕ i ʎ t͡ɕ͈ u ɦ a̠ d a̠	질쭈하다
질타하다	t͡ɕ i ɭ tʰ a̠ ɦ a̠ d a̠	질타하다
질투하다	t͡ɕ i ɭ tʰ u ɦ a̠ d a̠	질투하다
짊어지다	t͡ɕ i ɭ m ʌ̹ d͡ʑ i d a̠	질머지다
짐	t͡ɕ i m	짐
짐꾼	t͡ɕ i m k͈ u n	짐꾼
짐작하다	t͡ɕ i m d͡ʑ a̠ kʰ a̠ d a̠	짐자카다
짐치	t͡ɕ i m t͡ɕʰ i	짐치
집	t͡ɕ i p̚	집
집난이	t͡ɕ i m n a̠ n i	짐나니
집락	t͡ɕ i m n a̠ k̚	짐낙
집비둘기	t͡ɕ i p̚ p͈ i d u ɭ ɡ i	집삐둘기
집안일	t͡ɕ i b a̠ n i ɭ	지바닐
집오리	t͡ɕ i b o̞ ɾ i	지보리
집유령거미	t͡ɕ i b j u ɾ j ʌ̹ ŋ ɡ ʌ̹ m i	지뷰령거미
집주인	t͡ɕ i p̚ t͡ɕ͈ u i n	집쭈인
집중력	t͡ɕ i p̚ t͡ɕ͈ u ŋ ɲ ʌ̹ k̚	집쭝넉
집착	t͡ɕ i p̚ t͡ɕʰ a̠ k̚	집착
집회서	t͡ɕ i pʰ w e̞ sʰ ʌ̹	지푀서
짓	t͡ɕ iː t̚	짇
짓궂다	t͡ɕ iː t̚ k͈ u t̚ t͈ a̠	짇꾿따
짓이기다	t͡ɕ i n n i ɡ i d a̠	진니기다
징	t͡ɕ i ŋ	징
징거미	t͡ɕ i ŋ ɡ ʌ̹ m i	징거미
징그럽다	t͡ɕ i ŋ ɡ ɯ ɾ ʌ̹ p̚ t͈ a̠	징그럽따
징벌	t͡ɕ i ŋ b ʌ̹ ɭ	징벌
징역	t͡ɕ i ŋ j ʌ̹ k̚	징역
징조	t͡ɕ i ŋ d͡ʑ o̞	징조
짖다	t͡ɕ i t̚ t͈ a̠	짇따
짚	t͡ɕ i p̚	집
짚티미	t͡ɕ i p̚ tʰ i m i	집티미
짜	t͡ɕ͈ a̠	짜
짜굽다	t͡ɕ͈ a̠ ɡ u p̚ t͈ a̠	짜굽따
짝	t͡ɕ͈ a̠ k̚	짝
짝남	t͡ɕ͈ a̠ ŋ n a̠ m	짱남
짝녀	t͡ɕ͈ a̠ ŋ ɲ ʌ̹	짱너
짠지	t͡ɕ͈ a̠ ɲ d͡ʑ i	짠지
짤	t͡ɕ͈ a̠ ɭ	짤
짤방	t͡ɕ͈ a̠ ɭ b a̠ ŋ	짤방
짤줍	t͡ɕ͈ a̠ ʎ d͡ʑ u p̚	짤줍
짤줍하다	t͡ɕ͈ a̠ ʎ d͡ʑ u pʰ a̠ d a̠	짤주파다
짬	t͡ɕ͈ a̠ m	짬
짬밥	t͡ɕ͈ a̠ m p͈ a̠ p̚	짬빱
짭	t͡ɕ͈ a̠ p̚	짭
짱	t͡ɕ͈ a̠ ŋ	짱
짱꼴라	t͡ɕ͈ a̠ ŋ k͈ o̞ ɭ ɭ a̠	짱꼴라
짱뚱어	t͡ɕ͈ a̠ ŋ t͈ u ŋ ʌ̹	짱뚱어
쩔어	t͡ɕ͈ ʌ̹ ɾ ʌ̹	쩌러
쩡	t͡ɕ͈ ʌ̹ ŋ	쩡
쪄	t͡ɕ͈ ʌ̹	쩌
쪼박	t͡ɕ͈ o̞ b a̠ k̚	쪼박
쪼뼛	t͡ɕ͈ o̞ p͈ j ʌ̹ t̚	쪼뼏
쪼뼛쪼뼛	t͡ɕ͈ o̞ p͈ j ʌ̹ t̚ t͡ɕ͈ o̞ p͈ j ʌ̹ t̚	쪼뼏쪼뼏
쪽	t͡ɕ͈ o̞ k̚	쪽
쫄깃하다	t͡ɕ͈ o̞ ɭ ɡ i tʰ a̠ d a̠	쫄기타다
쫑쫑	t͡ɕ͈ o̞ ŋ t͡ɕ͈ o̞ ŋ	쫑쫑
쬐다	t͡ɕ͈ w e̞ː d a̠	쬐다
쭈뼛	t͡ɕ͈ u p͈ j ʌ̹ t̚	쭈뼏
쭉	t͡ɕ͈ u k̚	쭉
쭝쯔	t͡ɕ͈ u ŋ t͡ɕ͈ ɯ	쭝쯔
찌그러지다	t͡ɕ͈ i ɡ ɯ ɾ ʌ̹ d͡ʑ i d a̠	찌그러지다
찌끄레기	t͡ɕ͈ i k͈ ɯ ɾ e̞ ɡ i	찌끄레기
찌다	t͡ɕ͈ i d a̠	찌다
찌릿하다	t͡ɕ͈ i ɾ i tʰ a̠ d a̠	찌리타다
찌뿌둥하다	t͡ɕ͈ i p͈ u d u ŋ ɦ a̠ d a̠	찌뿌둥하다
찌아찌아어	t͡ɕ͈ i a̠ t͡ɕ͈ i a̠ ʌ̹	찌아찌아어
찌푸리다	t͡ɕ͈ i pʰ u ɾ i d a̠	찌푸리다
찐	t͡ɕ͈ i n	찐
찐따	t͡ɕ͈ i n t͈ a̠	찐따
찔게	t͡ɕ͈ i ɭ ɡ e̞	찔게
찔리다	t͡ɕ͈ i ʎ ʎ i d a̠	찔리다
찜	t͡ɕ͈ i m	찜
찡그리다	t͡ɕ͈ i ŋ ɡ ɯ ɾ i d a̠	찡그리다
찢	t͡ɕ͈ i t̚	찓
찢다	t͡ɕ͈ i t̚ t͈ a̠	찓따
찢어지다	t͡ɕ͈ i d͡ʑ ʌ̹ d͡ʑ i d a̠	찌저지다
찧다	t͡ɕ͈ i tʰ a̠	찌타
차	t͡ɕʰ a̠	차
차감	t͡ɕʰ a̠ ɡ a̠ m	차감
차근차근	t͡ɕʰ a̠ ɡ ɯ ɲ t͡ɕʰ a̠ ɡ ɯ n	차근차근
차돌박이	t͡ɕʰ a̠ d o̞ ɭ b a̠ ɡ i	차돌바기
차르	t͡ɕʰ a̠ ɾ ɯ	차르
차리다	t͡ɕʰ a̠ ɾ i d a̠	차리다
차리차	t͡ɕʰ a̠ ɾ i t͡ɕʰ a̠	차리차
차반	t͡ɕʰ a̠ b a̠ n	차반
차분몫	t͡ɕʰ a̠ b u n m o̞ k̚	차분목
차분하다	t͡ɕʰ a̠ b u n ɦ a̠ d a̠	차분하다
차악	t͡ɕʰ a̠ a̠ k̚	차악
차용	t͡ɕʰ a̠ː j o ŋ	차용
차용어	t͡ɕʰ a̠ː j o ŋ ʌ̹	차용어
차차웅	t͡ɕʰ a̠ t͡ɕʰ a̠ u ŋ	차차웅
차축	t͡ɕʰ a̠ t͡ɕʰ u k̚	차축
차터	t͡ɕʰ a̠ tʰ ʌ̹	차터
차후	t͡ɕʰ a̠ β u	차후
착	t͡ɕʰ a̠ k̚	착
착석하다	t͡ɕʰ a̠ k s͈ ʌ̹ kʰ a̠ d a̠	착써카다
착잡	t͡ɕʰ a̠ k̚ t͡ɕ͈ a̠ p̚	착짭
착잡하다	t͡ɕʰ a̠ k̚ t͡ɕ͈ a̠ pʰ a̠ d a̠	착짜파다
착지	t͡ɕʰ a̠ k̚ t͡ɕ͈ i	착찌
찬	t͡ɕʰ a̠ n	찬
찬란하다	t͡ɕʰ a̠ ɭ ɭ a̠ n ɦ a̠ d a̠	찰란하다
찬물	t͡ɕʰ a̠ n m u ɭ	찬물
찬미하다	t͡ɕʰ a̠ː n m i ɦ a̠ d a̠	찬미하다
찬반	t͡ɕʰ a̠ː n b a̠ n	찬반
찬성하다	t͡ɕʰ a̠ː n sʰ ʌ̹ ŋ ɦ a̠ d a̠	찬성하다
찬양	t͡ɕʰ a̠ː ɲ a̠ ŋ	차낭
찬탈	t͡ɕʰ a̠ː n tʰ a̠ ɭ	찬탈
찰	t͡ɕʰ a̠ ɭ	찰
찰벼	t͡ɕʰ a̠ ɭ b j ʌ̹	찰벼
참	t͡ɕʰ a̠ m	참
참가하다	t͡ɕʰ a̠ m ɡ a̠ ɦ a̠ d a̠	참가하다
참게	t͡ɕʰ a̠ m ɡ e̞	참게
참나물	t͡ɕʰ a̠ m n a̠ m u ɭ	참나물
참돔	t͡ɕʰ a̠ m d o̞ m	참돔
참마자	t͡ɕʰ a̠ m m a̠ d͡ʑ a̠	참마자
참말로	t͡ɕʰ a̠ m m a̠ ɭ ɭ o̞	참말로
참모	t͡ɕʰ a̠ m m o̞	참모
참바	t͡ɕʰ a̠ m b a̠	참바
참별고기	t͡ɕʰ a̠ m b j ʌ̹ ɭ ɡ o̞ ɡ i	참별고기
참수	t͡ɕʰ a̠ː m sʰ u	참수
참신	t͡ɕʰ a̠ː m ɕʰ i n	참신
참신하다	t͡ɕʰ a̠ː m ɕʰ i n ɦ a̠ d a̠	참신하다
참여하다	t͡ɕʰ a̠ m j ʌ̹ ɦ a̠ d a̠	차며하다
참조	t͡ɕʰ a̠ m d͡ʑ o̞	참조
참주	t͡ɕʰ a̠ː m d͡ʑ u	참주
참혹	t͡ɕʰ a̠ m β o̞ k̚	참혹
참회나무	t͡ɕʰ a̠ m β w e̞ n a̠ m u	참회나무
찻물	t͡ɕʰ a̠ n m u ɭ	찬물
찻잎	t͡ɕʰ a̠ n n i p̚	찬닙
찻주전자	t͡ɕʰ a̠ t̚ t͡ɕ͈ u d͡ʑ ʌ̹ ɲ d͡ʑ a̠	찯쭈전자
창	t͡ɕʰ a̠ ŋ	창
창가	t͡ɕʰ a̠ ŋ k͈ a̠	창까
창공	t͡ɕʰ a̠ ŋ ɡ o̞ ŋ	창공
창구	t͡ɕʰ a̠ ŋ ɡ u	창구
창던지기	t͡ɕʰ a̠ ŋ d ʌ̹ ɲ d͡ʑ i ɡ i	창던지기
창렬	t͡ɕʰ a̠ ŋ ɲ ʌ̹ ɭ	창널
창립자	t͡ɕʰ a̠ː ŋ n i p̚ t͡ɕ͈ a̠	창닙짜
창설되다	t͡ɕʰ a̠ː ŋ sʰ ʌ̹ ɭ d w e̞ d a̠	창설되다
창설자	t͡ɕʰ a̠ː ŋ sʰ ʌ̹ ʎ t͡ɕ͈ a̠	창설짜
창설하다	t͡ɕʰ a̠ː ŋ sʰ ʌ̹ ɾ ɦ a̠ d a̠	창설하다
창안	t͡ɕʰ a̠ ŋ a̠ n	창안
창작물	t͡ɕʰ a̠ː ŋ d͡ʑ a̠ ŋ m u ɭ	창장물
창펀	t͡ɕʰ a̠ ŋ pʰ ʌ̹ n	창펀
창포검	t͡ɕʰ a̠ ŋ pʰ o̞ ɡ ʌ̹ m	창포검
채	t͡ɕʰ ɛː	채
처	t͡ɕʰ ʌ̹	처
처부모	t͡ɕʰ ʌ̹ b u m o̞	처부모
처자	t͡ɕʰ ʌ̹ d͡ʑ a̠	처자
처절	t͡ɕʰ ʌ̹ d͡ʑ ʌ̹ ɭ	처절
척	t͡ɕʰ ʌ̹ k̚	척
척량	t͡ɕʰ ʌ̹ ŋ ɲ a̠ ŋ	청낭
천	t͡ɕʰ ʌ̹ n	천
천간	t͡ɕʰ ʌ̹ n ɡ a̠ n	천간
천구	t͡ɕʰ ʌ̹ n ɡ u	천구
천년기	t͡ɕʰ ʌ̹ n ɲ ʌ̹ n ɡ i	천넌기
천도교	t͡ɕʰ ʌ̹ n d o̞ ɡ j o	천도교
천동설	t͡ɕʰ ʌ̹ n d o̞ ŋ sʰ ʌ̹ ɭ	천동설
천렵	t͡ɕʰ ʌ̹ ʎ ʎ ʌ̹ p̚	철럽
천명	t͡ɕʰ ʌ̹ n m j ʌ̹ ŋ	천명
천벌	t͡ɕʰ ʌ̹ n b ʌ̹ ɭ	천벌
천부	t͡ɕʰ ʌ̹ n b u	천부
천분	t͡ɕʰ ʌ̹ n b u n	천분
천저	t͡ɕʰ ʌ̹ ɲ d͡ʑ ʌ̹	천저
천정	t͡ɕʰ ʌ̹ ɲ d͡ʑ ʌ̹ ŋ	천정
천주	t͡ɕʰ ʌ̹ ɲ d͡ʑ u	천주
천지신명	t͡ɕʰ ʌ̹ ɲ d͡ʑ i ɕʰ i n m j ʌ̹ ŋ	천지신명
천진	t͡ɕʰ ʌ̹ ɲ d͡ʑ i n	천진
천체물리학	t͡ɕʰ ʌ̹ ɲ t͡ɕʰ e̞ m u ʎ ʎ i ɦ a̠ k̚	천체물리학
철	t͡ɕʰ ʌ̹ ɭ	철
철거	t͡ɕʰ ʌ̹ ɭ ɡ ʌ̹	철거
철광석	t͡ɕʰ ʌ̹ ɭ ɡ w a̠ ŋ sʰ ʌ̹ k̚	철광석
철사	t͡ɕʰ ʌ̹ ɭ s͈ a̠	철싸
철수	t͡ɕʰ ʌ̹ ɭ sʰ u	철수
철원	t͡ɕʰ ʌ̹ ɾ w ʌ̹ n	처뤈
철자	t͡ɕʰ ʌ̹ ʎ t͡ɕ͈ a̠	철짜
철자하다	t͡ɕʰ ʌ̹ ʎ d͡ʑ a̠ ɦ a̠ d a̠	철자하다
철제	t͡ɕʰ ʌ̹ ʎ t͡ɕ͈ e̞	철쩨
철편	t͡ɕʰ ʌ̹ ɭ pʰ j ʌ̹ n	철편
철학자	t͡ɕʰ ʌ̹ ɾ ɦ a̠ k̚ t͡ɕ͈ a̠	철학짜
철회	t͡ɕʰ ʌ̹ ɾ β w e̞	철회
첨	t͡ɕʰ ʌ̹ m	첨
첨단	t͡ɕʰ ʌ̹ m d a̠ n	첨단
첨부하다	t͡ɕʰ ʌ̹ m b u ɦ a̠ d a̠	첨부하다
첩	t͡ɕʰ ʌ̹ p̚	첩
첫	t͡ɕʰ ʌ̹ t̚	첟
첫가끝	t͡ɕʰ ʌ̹ t̚ k͈ a̠ k͈ ɯ t̚	첟까끋
청	t͡ɕʰ ʌ̹ ŋ	청
청가시고기	t͡ɕʰ ʌ̹ ŋ ɡ a̠ ɕʰ i ɡ o̞ ɡ i	청가시고기
청구	t͡ɕʰ ʌ̹ ŋ ɡ u	청구
청구서	t͡ɕʰ ʌ̹ ŋ ɡ u sʰ ʌ̹	청구서
청구하다	t͡ɕʰ ʌ̹ ŋ ɡ u ɦ a̠ d a̠	청구하다
청기예보	t͡ɕʰ ʌ̹ ŋ ɡ i j e̞ b o̞	청기예보
청도요	t͡ɕʰ ʌ̹ ŋ d o̞ j o	청도요
청량제	t͡ɕʰ ʌ̹ ŋ ɲ a̠ ŋ d͡ʑ e̞	청낭제
청머리오리	t͡ɕʰ ʌ̹ ŋ m ʌ̹ ɾ i o̞ ɾ i	청머리오리
청사	t͡ɕʰ ʌ̹ ŋ sʰ a̠	청사
청사진	t͡ɕʰ ʌ̹ ŋ sʰ a̠ d͡ʑ i n	청사진
청산가리	t͡ɕʰ ʌ̹ ŋ sʰ a̠ n ɡ a̠ ɾ i	청산가리
청상아리	t͡ɕʰ ʌ̹ ŋ sʰ a̠ ŋ a̠ ɾ i	청상아리
청소부	t͡ɕʰ ʌ̹ ŋ sʰ o̞ b u	청소부
청소하다	t͡ɕʰ ʌ̹ ŋ sʰ o̞ ɦ a̠ d a̠	청소하다
청신	t͡ɕʰ ʌ̹ ŋ ɕʰ i n	청신
청신하다	t͡ɕʰ ʌ̹ ŋ ɕʰ i n ɦ a̠ d a̠	청신하다
청어	t͡ɕʰ ʌ̹ ŋ ʌ̹	청어
청원	t͡ɕʰ ʌ̹ ŋ w ʌ̹ n	청원
청주	t͡ɕʰ ʌ̹ ŋ d͡ʑ u	청주
청진기	t͡ɕʰ ʌ̹ ŋ d͡ʑ i n ɡ i	청진기
청천	t͡ɕʰ ʌ̹ ŋ t͡ɕʰ ʌ̹ n	청천
청천강	t͡ɕʰ ʌ̹ ŋ t͡ɕʰ ʌ̹ n ɡ a̠ ŋ	청천강
청취	t͡ɕʰ ʌ̹ ŋ t͡ɕʰ ɥ i	청취
청취력	t͡ɕʰ ʌ̹ ŋ t͡ɕʰ ɥ i ɾ j ʌ̹ k̚	청취력
청취자	t͡ɕʰ ʌ̹ ŋ t͡ɕʰ ɥ i d͡ʑ a̠	청취자
청취하다	t͡ɕʰ ʌ̹ ŋ t͡ɕʰ ɥ i ɦ a̠ d a̠	청취하다
청하다	t͡ɕʰ ʌ̹ ŋ ɦ a̠ d a̠	청하다
청혼	t͡ɕʰ ʌ̹ ŋ β o̞ n	청혼
청혼하다	t͡ɕʰ ʌ̹ ŋ β o̞ n ɦ a̠ d a̠	청혼하다
체	t͡ɕʰ e̞	체
체격	t͡ɕʰ e̞ ɡ j ʌ̹ k̚	체격
체다카	t͡ɕʰ e̞ d a̠ kʰ a̠	체다카
체류	t͡ɕʰ e̞ ɾ j u	체류
체벌	t͡ɕʰ e̞ b ʌ̹ ɭ	체벌
체스꼬	t͡ɕʰ e̞ sʰ ɯ k͈ o̞	체스꼬
체언	t͡ɕʰ e̞ ʌ̹ n	체언
체외사정	t͡ɕʰ e̞ w e̞ sʰ a̠ d͡ʑ ʌ̹ ŋ	체외사정
체용	t͡ɕʰ e̞ j o ŋ	체용
체읍	t͡ɕʰ e̞ ɯ p̚	체읍
체읍하다	t͡ɕʰ e̞ ɯ pʰ a̠ d a̠	체으파다
체적	t͡ɕʰ e̞ d͡ʑ ʌ̹ k̚	체적
체첸어	t͡ɕʰ e̞ t͡ɕʰ e̞ n ʌ̹	체체너
체크어	t͡ɕʰ e̞ k x ɯ ʌ̹	체크어
체포하다	t͡ɕʰ e̞ pʰ o̞ ɦ a̠ d a̠	체포하다
쳐	t͡ɕʰ ʌ̹	처
초	t͡ɕʰ o̞	초
초급학교	t͡ɕʰ o̞ ɡ ɯ pʰ a̠ k̚ k͈ j o	초그팍꾜
초롱	t͡ɕʰ o̞ ɾ o̞ ŋ	초롱
초롱꽃	t͡ɕʰ o̞ ɾ o̞ ŋ k͈ o̞ t̚	초롱꼳
초마	t͡ɕʰ o̞ m a̠	초마
초석	t͡ɕʰ o̞ sʰ ʌ̹ k̚	초석
초심리학	t͡ɕʰ o̞ ɕʰ i m n i ɦ a̠ k̚	초심니학
초어	t͡ɕʰ o̞ ʌ̹	초어
초원수리	t͡ɕʰ o̞ w ʌ̹ n sʰ u ɾ i	초원수리
초은하단	t͡ɕʰ o̞ ɯ n ɦ a̠ d a̠ n	초은하단
초인종	t͡ɕʰ o̞ i ɲ d͡ʑ o̞ ŋ	초인종
초침	t͡ɕʰ o̞ t͡ɕʰ i m	초침
초현실	t͡ɕʰ o̞ ʝ ʌ̹ n ɕʰ i ɭ	초헌실
초호	t͡ɕʰ o̞ β o̞	초호
촉	t͡ɕʰ o̞ k̚	촉
촉지	t͡ɕʰ o̞ k̚ t͡ɕ͈ i	촉찌
촌	t͡ɕʰ o̞ː n	촌
총	t͡ɕʰ o̞ ŋ	총
총검	t͡ɕʰ o̞ ŋ ɡ ʌ̹ m	총검
총구	t͡ɕʰ o̞ ŋ ɡ u	총구
총명하다	t͡ɕʰ o̞ ŋ m j ʌ̹ ŋ ɦ a̠ d a̠	총명하다
총비서	t͡ɕʰ o̞ː ŋ b i sʰ ʌ̹	총비서
총서기	t͡ɕʰ o̞ ŋ sʰ ʌ̹ ɡ i	총서기
총알열차	t͡ɕʰ o̞ ŋ a̠ ɾ j ʌ̹ ʎ t͡ɕʰ a̠	총아렬차
총영사	t͡ɕʰ o̞ ŋ j ʌ̹ ŋ sʰ a̠	총영사
촬	t͡ɕʰ w a̠ ɭ	촬
최	t͡ɕʰ w e̞	최
최고	t͡ɕʰ w e̞ ɡ o̞	최고
최고존엄	t͡ɕʰ w e̞ː ɡ o̞ d͡ʑ o̞ n ʌ̹ m	최고조넘
최다	t͡ɕʰ w e̞ː d a̠	최다
최단	t͡ɕʰ w e̞ː d a̠ n	최단
최면술	t͡ɕʰ w e̞ m j ʌ̹ n sʰ u ɭ	최면술
최소	t͡ɕʰ w e̞ː sʰ o̞	최소
최장	t͡ɕʰ w e̞ː d͡ʑ a̠ ŋ	최장
최저	t͡ɕʰ w e̞ː d͡ʑ ʌ̹	최저
최저임금	t͡ɕʰ w e̞ d͡ʑ ʌ̹ i m ɡ ɯ m	최저임금
최적	t͡ɕʰ w e̞ː d͡ʑ ʌ̹ k̚	최적
최적화	t͡ɕʰ w e̞ː d͡ʑ ʌ̹ kʰ w a̠	최저콰
최후통첩	t͡ɕʰ w e̞ː β u tʰ o̞ ŋ t͡ɕʰ ʌ̹ p̚	최후통첩
추모	t͡ɕʰ u m o̞	추모
추세	t͡ɕʰ u sʰ e̞	추세
추워지다	t͡ɕʰ u w ʌ̹ d͡ʑ i d a̠	추워지다
추잡하다	t͡ɕʰ u d͡ʑ a̠ pʰ a̠ d a̠	추자파다
추출하다	t͡ɕʰ u t͡ɕʰ u ɾ ɦ a̠ d a̠	추출하다
추측하다	t͡ɕʰ u t͡ɕʰ ɯ kʰ a̠ d a̠	추츠카다
추파	t͡ɕʰ u pʰ a̠	추파
추풍	t͡ɕʰ u pʰ u ŋ	추풍
추후	t͡ɕʰ u β u	추후
축	t͡ɕʰ u k̚	축
축소하다	t͡ɕʰ u k s͈ o̞ ɦ a̠ d a̠	축쏘하다
축일	t͡ɕʰ u ɡ i ɭ	추길
축전기	t͡ɕʰ u k̚ t͡ɕ͈ ʌ̹ n ɡ i	축쩐기
축제일	t͡ɕʰ u k̚ t͡ɕ͈ e̞ i ɭ	축쩨일
축지법	t͡ɕʰ u k̚ t͡ɕ͈ i p͈ ʌ̹ p̚	축찌뻡
축하하다	t͡ɕʰ u kʰ a̠ ɦ a̠ d a̠	추카하다
춘	t͡ɕʰ u n	춘
춘장	t͡ɕʰ u ɲ d͡ʑ a̠ ŋ	춘장
춘절	t͡ɕʰ u ɲ d͡ʑ ʌ̹ ɭ	춘절
춘천	t͡ɕʰ u ɲ t͡ɕʰ ʌ̹ n	춘천
출	t͡ɕʰ u ɭ	출
출국	t͡ɕʰ u ɭ ɡ u k̚	출국
출납계	t͡ɕʰ u ɭ ɭ a̠ p̚ k͈ j e̞	출랍꼐
출루율	t͡ɕʰ u ɭ ɭ u j u ɭ	출루율
출몰하다	t͡ɕʰ u ɭ m o̞ ɾ ɦ a̠ d a̠	출몰하다
출발지	t͡ɕʰ u ɭ b a̠ ʎ d͡ʑ i	출발지
출석하다	t͡ɕʰ u ɭ sʰ ʌ̹ kʰ a̠ d a̠	출서카다
출판물	t͡ɕʰ u ɭ pʰ a̠ n m u ɭ	출판물
춤	t͡ɕʰ u m	춤
충	t͡ɕʰ u ŋ	충
충고하다	t͡ɕʰ u ŋ ɡ o̞ ɦ a̠ d a̠	충고하다
충돌하다	t͡ɕʰ u ŋ d o̞ ɾ ɦ a̠ d a̠	충돌하다
충실	t͡ɕʰ u ŋ ɕʰ i ɭ	충실
충심	t͡ɕʰ u ŋ ɕʰ i m	충심
충전하다	t͡ɕʰ u ŋ d͡ʑ ʌ̹ n ɦ a̠ d a̠	충전하다
충청도	t͡ɕʰ u ŋ t͡ɕʰ ʌ̹ ŋ d o̞	충청도
충치	t͡ɕʰ u ŋ t͡ɕʰ i	충치
췌장	t͡ɕʰ w e̞ː d͡ʑ a̠ ŋ	췌장
취득하다	t͡ɕʰ ɥ iː d ɯ kʰ a̠ d a̠	취드카다
취소하다	t͡ɕʰ ɥ iː sʰ o̞ ɦ a̠ d a̠	취소하다
취임	t͡ɕʰ ɥ iː i m	취임
취체	t͡ɕʰ ɥ iː t͡ɕʰ e̞	취체
취흥	t͡ɕʰ ɥ iː ɣ ɯ ŋ	취흥
츄잉껌	t͡ɕʰ u i ŋ k͈ ʌ̹ m	추잉껌
측	t͡ɕʰ ɯ k̚	측
측력계	t͡ɕʰ ɯ ŋ ɲ ʌ̹ k̚ k͈ j e̞	층넉꼐
